Timestamp,Node,N,NPerNode,Time_sec,Memory_kB
2026-01-23T19:20:16-05:00,c24-37,131328,24,   00:00:28    0.01      0.47      28.35 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139211760 kB
2026-01-23T19:20:16-05:00,c24-34,131328,24,   00:00:28    0.01      0.47      28.27 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139199580 kB
2026-01-23T19:20:16-05:00,c24-38,131328,24,   00:00:28    0.01      0.47      28.32 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139215208 kB
2026-01-23T19:20:28-05:00,c24-40,131328,12,   00:00:39    0.01      0.64      38.65 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136947900 kB
2026-01-23T19:20:28-05:00,c24-36,131328,12,   00:00:39    0.01      0.64      38.68 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136946488 kB
2026-01-23T19:20:28-05:00,c24-39,131328,12,   00:00:39    0.01      0.65      38.84 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136950660 kB
2026-01-23T19:20:28-05:00,c24-35,131328,12,   00:00:39    0.01      0.65      38.73 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136952904 kB
2026-01-23T19:20:28-05:00,c24-38,131328,12,   00:00:39    0.01      0.65      38.87 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136956832 kB
2026-01-23T19:20:28-05:00,c24-34,131328,12,   00:00:39    0.01      0.65      38.84 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136949780 kB
2026-01-23T19:20:28-05:00,c24-37,131328,12,   00:00:39    0.01      0.65      38.94 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136952480 kB
2026-01-23T19:21:08-05:00,c24-39,131328,36,   00:00:19    0.01      0.32      19.12 % HH:MM:SS=hours=minutes=seconds,Overall usage:         141485896 kB
2026-01-23T19:21:08-05:00,c24-38,131328,36,   00:00:19    0.01      0.32      19.27 % HH:MM:SS=hours=minutes=seconds,Overall usage:         141505376 kB
2026-01-23T19:21:08-05:00,c24-36,131328,36,   00:00:19    0.01      0.32      19.26 % HH:MM:SS=hours=minutes=seconds,Overall usage:         141491308 kB
2026-01-23T19:21:08-05:00,c24-37,131328,36,   00:00:19    0.01      0.32      19.30 % HH:MM:SS=hours=minutes=seconds,Overall usage:         141498508 kB
